area;level2;level2_name;area_name;level1;level1_name;value;numerator;denominator;type;numerator_name;denominator_name;period
2;2;Fastlege;UNN;1;Allmennlegetjenesten;5368.84;74034;13700;Rate;Antall;Innbyggere;2013-2015
3;2;Fastlege;Nordland;1;Allmennlegetjenesten;5323.42;57734;10815;Rate;Antall;Innbyggere;2013-2015
4;2;Fastlege;Helgeland;1;Allmennlegetjenesten;4753.46;32207;6721;Rate;Antall;Innbyggere;2013-2015
5;2;Fastlege;Nord-Trøndelag;1;Allmennlegetjenesten;5277.94;59450;11219;Rate;Antall;Innbyggere;2013-2015
6;2;Fastlege;St. Olavs;1;Allmennlegetjenesten;5147.25;105879;20548;Rate;Antall;Innbyggere;2013-2015
7;2;Fastlege;Møre og Romsdal;1;Allmennlegetjenesten;5460.99;113293;20861;Rate;Antall;Innbyggere;2013-2015
8;2;Fastlege;Førde;1;Allmennlegetjenesten;5133.33;48560;9515;Rate;Antall;Innbyggere;2013-2015
9;2;Fastlege;Bergen;1;Allmennlegetjenesten;5078.24;148866;29339;Rate;Antall;Innbyggere;2013-2015
10;2;Fastlege;Fonna;1;Allmennlegetjenesten;5312.64;70030;13192;Rate;Antall;Innbyggere;2013-2015
11;2;Fastlege;Stavanger;1;Allmennlegetjenesten;5793.73;110668;19056;Rate;Antall;Innbyggere;2013-2015
12;2;Fastlege;Østfold;1;Allmennlegetjenesten;5617.25;123548;21830;Rate;Antall;Innbyggere;2013-2015
13;2;Fastlege;Akershus;1;Allmennlegetjenesten;5456.06;158633;28648;Rate;Antall;Innbyggere;2013-2015
14;2;Fastlege;OUS;1;Allmennlegetjenesten;5290.05;78751;15113;Rate;Antall;Innbyggere;2013-2015
15;2;Fastlege;Innlandet;1;Allmennlegetjenesten;5301.98;186421;35111;Rate;Antall;Innbyggere;2013-2015
16;2;Fastlege;Vestre Viken;1;Allmennlegetjenesten;5704.34;196767;34438;Rate;Antall;Innbyggere;2013-2015
17;2;Fastlege;Vestfold;1;Allmennlegetjenesten;5531.88;99357;17862;Rate;Antall;Innbyggere;2013-2015
18;2;Fastlege;Telemark;1;Allmennlegetjenesten;4699.03;66145;14098;Rate;Antall;Innbyggere;2013-2015
19;2;Fastlege;Sørlandet;1;Allmennlegetjenesten;5748.21;117028;20283;Rate;Antall;Innbyggere;2013-2015
20;2;Fastlege;Indre Oslo;1;Allmennlegetjenesten;4792.83;59403;12527;Rate;Antall;Innbyggere;2013-2015
8888;2;Fastlege;Norge;1;Allmennlegetjenesten;5350.93;1929011;359928;Rate;Antall;Innbyggere;2013-2015
1;3;Legevakt;Finnmark;1;Allmennlegetjenesten;955.49;4785;5054;Rate;Antall;Innbyggere;2013-2015
2;3;Legevakt;UNN;1;Allmennlegetjenesten;557.5;7582;13700;Rate;Antall;Innbyggere;2013-2015
3;3;Legevakt;Nordland;1;Allmennlegetjenesten;491.44;5284;10815;Rate;Antall;Innbyggere;2013-2015
4;3;Legevakt;Helgeland;1;Allmennlegetjenesten;490.92;3282;6721;Rate;Antall;Innbyggere;2013-2015
5;3;Legevakt;Nord-Trøndelag;1;Allmennlegetjenesten;512.45;5751;11219;Rate;Antall;Innbyggere;2013-2015
6;3;Legevakt;St. Olavs;1;Allmennlegetjenesten;399.68;8209;20548;Rate;Antall;Innbyggere;2013-2015
7;3;Legevakt;Møre og Romsdal;1;Allmennlegetjenesten;444.45;9337;20861;Rate;Antall;Innbyggere;2013-2015
8;3;Legevakt;Førde;1;Allmennlegetjenesten;481.42;4623;9515;Rate;Antall;Innbyggere;2013-2015
9;3;Legevakt;Bergen;1;Allmennlegetjenesten;451.12;13247;29339;Rate;Antall;Innbyggere;2013-2015
10;3;Legevakt;Fonna;1;Allmennlegetjenesten;447.25;5911;13192;Rate;Antall;Innbyggere;2013-2015
11;3;Legevakt;Stavanger;1;Allmennlegetjenesten;439.04;8341;19056;Rate;Antall;Innbyggere;2013-2015
12;3;Legevakt;Østfold;1;Allmennlegetjenesten;424.26;9186;21830;Rate;Antall;Innbyggere;2013-2015
13;3;Legevakt;Akershus;1;Allmennlegetjenesten;386.1;10910;28648;Rate;Antall;Innbyggere;2013-2015
14;3;Legevakt;OUS;1;Allmennlegetjenesten;365.76;5619;15113;Rate;Antall;Innbyggere;2013-2015
15;3;Legevakt;Innlandet;1;Allmennlegetjenesten;401.77;14116;35111;Rate;Antall;Innbyggere;2013-2015
16;3;Legevakt;Vestre Viken;1;Allmennlegetjenesten;487;16771;34438;Rate;Antall;Innbyggere;2013-2015
17;3;Legevakt;Vestfold;1;Allmennlegetjenesten;389.48;6930;17862;Rate;Antall;Innbyggere;2013-2015
18;3;Legevakt;Telemark;1;Allmennlegetjenesten;487.91;6896;14098;Rate;Antall;Innbyggere;2013-2015
19;3;Legevakt;Sørlandet;1;Allmennlegetjenesten;465.01;9401;20283;Rate;Antall;Innbyggere;2013-2015
20;3;Legevakt;Indre Oslo;1;Allmennlegetjenesten;335.24;4289;12527;Rate;Antall;Innbyggere;2013-2015
8888;3;Legevakt;Norge;1;Allmennlegetjenesten;446.45;160471;359928;Rate;Antall;Innbyggere;2013-2015
1;4;Poliklinikk, alle;Finnmark;2;Spesialisthelsetjenesten;2309.1;11765;5054;Rate;Antall;Innbyggere;2013-2015
2;4;Poliklinikk, alle;UNN;2;Spesialisthelsetjenesten;2700.56;37126;13700;Rate;Antall;Innbyggere;2013-2015
3;4;Poliklinikk, alle;Nordland;2;Spesialisthelsetjenesten;2781.37;30201;10815;Rate;Antall;Innbyggere;2013-2015
4;4;Poliklinikk, alle;Helgeland;2;Spesialisthelsetjenesten;2892.33;19592;6721;Rate;Antall;Innbyggere;2013-2015
5;4;Poliklinikk, alle;Nord-Trøndelag;2;Spesialisthelsetjenesten;3153.5;35605;11219;Rate;Antall;Innbyggere;2013-2015
6;4;Poliklinikk, alle;St. Olavs;2;Spesialisthelsetjenesten;3091.46;63613;20548;Rate;Antall;Innbyggere;2013-2015
7;4;Poliklinikk, alle;Møre og Romsdal;2;Spesialisthelsetjenesten;2984.59;62068;20861;Rate;Antall;Innbyggere;2013-2015
8;4;Poliklinikk, alle;Førde;2;Spesialisthelsetjenesten;3010.67;28562;9515;Rate;Antall;Innbyggere;2013-2015
9;4;Poliklinikk, alle;Bergen;2;Spesialisthelsetjenesten;3153.72;92389;29339;Rate;Antall;Innbyggere;2013-2015
10;4;Poliklinikk, alle;Fonna;2;Spesialisthelsetjenesten;3185.14;42011;13192;Rate;Antall;Innbyggere;2013-2015
11;4;Poliklinikk, alle;Stavanger;2;Spesialisthelsetjenesten;2946.46;56261;19056;Rate;Antall;Innbyggere;2013-2015
12;4;Poliklinikk, alle;Østfold;2;Spesialisthelsetjenesten;2980.63;65443;21830;Rate;Antall;Innbyggere;2013-2015
13;4;Poliklinikk, alle;Akershus;2;Spesialisthelsetjenesten;3053.4;88435;28648;Rate;Antall;Innbyggere;2013-2015
14;4;Poliklinikk, alle;OUS;2;Spesialisthelsetjenesten;3983.56;59471;15113;Rate;Antall;Innbyggere;2013-2015
15;4;Poliklinikk, alle;Innlandet;2;Spesialisthelsetjenesten;2611.62;91960;35111;Rate;Antall;Innbyggere;2013-2015
16;4;Poliklinikk, alle;Vestre Viken;2;Spesialisthelsetjenesten;3254.91;112284;34438;Rate;Antall;Innbyggere;2013-2015
17;4;Poliklinikk, alle;Vestfold;2;Spesialisthelsetjenesten;3431.62;61469;17862;Rate;Antall;Innbyggere;2013-2015
18;4;Poliklinikk, alle;Telemark;2;Spesialisthelsetjenesten;3051.96;42910;14098;Rate;Antall;Innbyggere;2013-2015
19;4;Poliklinikk, alle;Sørlandet;2;Spesialisthelsetjenesten;3465.27;70512;20283;Rate;Antall;Innbyggere;2013-2015
20;4;Poliklinikk, alle;Indre Oslo;2;Spesialisthelsetjenesten;3686.25;45507;12527;Rate;Antall;Innbyggere;2013-2015
8888;4;Poliklinikk, alle;Norge;2;Spesialisthelsetjenesten;3100.06;1117183;359928;Rate;Antall;Innbyggere;2013-2015
1;5;Innleggelser, alle;Finnmark;2;Spesialisthelsetjenesten;578.33;2884;5054;Rate;Antall;Innbyggere;2013-2015
2;5;Innleggelser, alle;UNN;2;Spesialisthelsetjenesten;498.52;6757;13700;Rate;Antall;Innbyggere;2013-2015
3;5;Innleggelser, alle;Nordland;2;Spesialisthelsetjenesten;528.72;5682;10815;Rate;Antall;Innbyggere;2013-2015
4;5;Innleggelser, alle;Helgeland;2;Spesialisthelsetjenesten;510.16;3420;6721;Rate;Antall;Innbyggere;2013-2015
5;5;Innleggelser, alle;Nord-Trøndelag;2;Spesialisthelsetjenesten;514.1;5774;11219;Rate;Antall;Innbyggere;2013-2015
6;5;Innleggelser, alle;St. Olavs;2;Spesialisthelsetjenesten;480.29;9861;20548;Rate;Antall;Innbyggere;2013-2015
7;5;Innleggelser, alle;Møre og Romsdal;2;Spesialisthelsetjenesten;495.1;10436;20861;Rate;Antall;Innbyggere;2013-2015
8;5;Innleggelser, alle;Førde;2;Spesialisthelsetjenesten;520.69;5015;9515;Rate;Antall;Innbyggere;2013-2015
9;5;Innleggelser, alle;Bergen;2;Spesialisthelsetjenesten;552.75;16227;29339;Rate;Antall;Innbyggere;2013-2015
10;5;Innleggelser, alle;Fonna;2;Spesialisthelsetjenesten;568.57;7519;13192;Rate;Antall;Innbyggere;2013-2015
11;5;Innleggelser, alle;Stavanger;2;Spesialisthelsetjenesten;486.94;9246;19056;Rate;Antall;Innbyggere;2013-2015
12;5;Innleggelser, alle;Østfold;2;Spesialisthelsetjenesten;434.43;9390;21830;Rate;Antall;Innbyggere;2013-2015
13;5;Innleggelser, alle;Akershus;2;Spesialisthelsetjenesten;485.55;13612;28648;Rate;Antall;Innbyggere;2013-2015
14;5;Innleggelser, alle;OUS;2;Spesialisthelsetjenesten;509.69;7834;15113;Rate;Antall;Innbyggere;2013-2015
15;5;Innleggelser, alle;Innlandet;2;Spesialisthelsetjenesten;478.19;16823;35111;Rate;Antall;Innbyggere;2013-2015
16;5;Innleggelser, alle;Vestre Viken;2;Spesialisthelsetjenesten;484.09;16678;34438;Rate;Antall;Innbyggere;2013-2015
17;5;Innleggelser, alle;Vestfold;2;Spesialisthelsetjenesten;475.87;8459;17862;Rate;Antall;Innbyggere;2013-2015
18;5;Innleggelser, alle;Telemark;2;Spesialisthelsetjenesten;510.14;7202;14098;Rate;Antall;Innbyggere;2013-2015
19;5;Innleggelser, alle;Sørlandet;2;Spesialisthelsetjenesten;450.2;9095;20283;Rate;Antall;Innbyggere;2013-2015
20;5;Innleggelser, alle;Indre Oslo;2;Spesialisthelsetjenesten;522.32;6656;12527;Rate;Antall;Innbyggere;2013-2015
8888;5;Innleggelser, alle;Norge;2;Spesialisthelsetjenesten;496.98;178571;359928;Rate;Antall;Innbyggere;2013-2015
1;6;Reinnleggelser;Finnmark;2;Spesialisthelsetjenesten;16.34;436;2692;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
2;6;Reinnleggelser;UNN;2;Spesialisthelsetjenesten;16.05;1003;6256;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
3;6;Reinnleggelser;Nordland;2;Spesialisthelsetjenesten;17.71;931;5262;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
4;6;Reinnleggelser;Helgeland;2;Spesialisthelsetjenesten;16.55;527;3170;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
5;6;Reinnleggelser;Nord-Trøndelag;2;Spesialisthelsetjenesten;18.8;1006;5326;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
6;6;Reinnleggelser;St. Olavs;2;Spesialisthelsetjenesten;16.64;1515;9105;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
7;6;Reinnleggelser;Møre og Romsdal;2;Spesialisthelsetjenesten;17.18;1661;9649;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
8;6;Reinnleggelser;Førde;2;Spesialisthelsetjenesten;16.07;753;4666;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
9;6;Reinnleggelser;Bergen;2;Spesialisthelsetjenesten;18.16;2749;15144;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
10;6;Reinnleggelser;Fonna;2;Spesialisthelsetjenesten;17.6;1232;6998;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
11;6;Reinnleggelser;Stavanger;2;Spesialisthelsetjenesten;17.38;1488;8563;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
12;6;Reinnleggelser;Østfold;2;Spesialisthelsetjenesten;17.3;1480;8543;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
13;6;Reinnleggelser;Akershus;2;Spesialisthelsetjenesten;18.7;2337;12509;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
14;6;Reinnleggelser;OUS;2;Spesialisthelsetjenesten;18.05;1299;7223;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
15;6;Reinnleggelser;Innlandet;2;Spesialisthelsetjenesten;17.33;2678;15412;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
16;6;Reinnleggelser;Vestre Viken;2;Spesialisthelsetjenesten;17.34;2660;15313;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
17;6;Reinnleggelser;Vestfold;2;Spesialisthelsetjenesten;16.68;1295;7760;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
18;6;Reinnleggelser;Telemark;2;Spesialisthelsetjenesten;16.87;1115;6616;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
19;6;Reinnleggelser;Sørlandet;2;Spesialisthelsetjenesten;15.97;1333;8349;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
20;6;Reinnleggelser;Indre Oslo;2;Spesialisthelsetjenesten;20.39;1245;6130;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
8888;6;Reinnleggelser;Norge;2;Spesialisthelsetjenesten;17.45;28743;164687;Andel (%);Reinnleggelser;Primærinnleggelser;2013-2015
1;7;Innleggelser, liggetid;Finnmark;2;Spesialisthelsetjenesten;3320.78;16563;5054;Rate;Antall;Innbyggere;2013-2015
2;7;Innleggelser, liggetid;UNN;2;Spesialisthelsetjenesten;3029.19;41030;13700;Rate;Antall;Innbyggere;2013-2015
3;7;Innleggelser, liggetid;Nordland;2;Spesialisthelsetjenesten;3113.34;33521;10815;Rate;Antall;Innbyggere;2013-2015
4;7;Innleggelser, liggetid;Helgeland;2;Spesialisthelsetjenesten;3021.04;20312;6721;Rate;Antall;Innbyggere;2013-2015
5;7;Innleggelser, liggetid;Nord-Trøndelag;2;Spesialisthelsetjenesten;2586.86;29105;11219;Rate;Antall;Innbyggere;2013-2015
6;7;Innleggelser, liggetid;St. Olavs;2;Spesialisthelsetjenesten;2988.46;61388;20548;Rate;Antall;Innbyggere;2013-2015
7;7;Innleggelser, liggetid;Møre og Romsdal;2;Spesialisthelsetjenesten;2872.4;60501;20861;Rate;Antall;Innbyggere;2013-2015
8;7;Innleggelser, liggetid;Førde;2;Spesialisthelsetjenesten;2883.92;27696;9515;Rate;Antall;Innbyggere;2013-2015
9;7;Innleggelser, liggetid;Bergen;2;Spesialisthelsetjenesten;3092.86;90767;29339;Rate;Antall;Innbyggere;2013-2015
10;7;Innleggelser, liggetid;Fonna;2;Spesialisthelsetjenesten;3231.77;42734;13192;Rate;Antall;Innbyggere;2013-2015
11;7;Innleggelser, liggetid;Stavanger;2;Spesialisthelsetjenesten;2924.69;55596;19056;Rate;Antall;Innbyggere;2013-2015
12;7;Innleggelser, liggetid;Østfold;2;Spesialisthelsetjenesten;2220.29;48164;21830;Rate;Antall;Innbyggere;2013-2015
13;7;Innleggelser, liggetid;Akershus;2;Spesialisthelsetjenesten;2739.98;77174;28648;Rate;Antall;Innbyggere;2013-2015
14;7;Innleggelser, liggetid;OUS;2;Spesialisthelsetjenesten;3336.18;51077;15113;Rate;Antall;Innbyggere;2013-2015
15;7;Innleggelser, liggetid;Innlandet;2;Spesialisthelsetjenesten;2341.59;82460;35111;Rate;Antall;Innbyggere;2013-2015
16;7;Innleggelser, liggetid;Vestre Viken;2;Spesialisthelsetjenesten;2640.77;91016;34438;Rate;Antall;Innbyggere;2013-2015
17;7;Innleggelser, liggetid;Vestfold;2;Spesialisthelsetjenesten;2478.13;44084;17862;Rate;Antall;Innbyggere;2013-2015
18;7;Innleggelser, liggetid;Telemark;2;Spesialisthelsetjenesten;2914.31;41120;14098;Rate;Antall;Innbyggere;2013-2015
19;7;Innleggelser, liggetid;Sørlandet;2;Spesialisthelsetjenesten;2094.02;42378;20283;Rate;Antall;Innbyggere;2013-2015
20;7;Innleggelser, liggetid;Indre Oslo;2;Spesialisthelsetjenesten;2736.93;34527;12527;Rate;Antall;Innbyggere;2013-2015
8888;7;Innleggelser, liggetid;Norge;2;Spesialisthelsetjenesten;2757.22;991212;359928;Rate;Antall;Innbyggere;2013-2015
1;8;Hjerteinfarkt, innlagte pasienter;Finnmark;3;Hjertemedisin;31.15;151;5054;Rate;Antall;Innbyggere;2013-2015
2;8;Hjerteinfarkt, innlagte pasienter;UNN;3;Hjertemedisin;15.91;216;13700;Rate;Antall;Innbyggere;2013-2015
3;8;Hjerteinfarkt, innlagte pasienter;Nordland;3;Hjertemedisin;22.47;240;10815;Rate;Antall;Innbyggere;2013-2015
4;8;Hjerteinfarkt, innlagte pasienter;Helgeland;3;Hjertemedisin;20.62;138;6721;Rate;Antall;Innbyggere;2013-2015
5;8;Hjerteinfarkt, innlagte pasienter;Nord-Trøndelag;3;Hjertemedisin;21.6;243;11219;Rate;Antall;Innbyggere;2013-2015
6;8;Hjerteinfarkt, innlagte pasienter;St. Olavs;3;Hjertemedisin;16.22;333;20548;Rate;Antall;Innbyggere;2013-2015
7;8;Hjerteinfarkt, innlagte pasienter;Møre og Romsdal;3;Hjertemedisin;22.34;477;20861;Rate;Antall;Innbyggere;2013-2015
8;8;Hjerteinfarkt, innlagte pasienter;Førde;3;Hjertemedisin;16.35;161;9515;Rate;Antall;Innbyggere;2013-2015
9;8;Hjerteinfarkt, innlagte pasienter;Bergen;3;Hjertemedisin;16.83;496;29339;Rate;Antall;Innbyggere;2013-2015
10;8;Hjerteinfarkt, innlagte pasienter;Fonna;3;Hjertemedisin;21.99;293;13192;Rate;Antall;Innbyggere;2013-2015
11;8;Hjerteinfarkt, innlagte pasienter;Stavanger;3;Hjertemedisin;22.83;433;19056;Rate;Antall;Innbyggere;2013-2015
12;8;Hjerteinfarkt, innlagte pasienter;Østfold;3;Hjertemedisin;20.64;444;21830;Rate;Antall;Innbyggere;2013-2015
13;8;Hjerteinfarkt, innlagte pasienter;Akershus;3;Hjertemedisin;17.64;489;28648;Rate;Antall;Innbyggere;2013-2015
14;8;Hjerteinfarkt, innlagte pasienter;OUS;3;Hjertemedisin;17.89;281;15113;Rate;Antall;Innbyggere;2013-2015
15;8;Hjerteinfarkt, innlagte pasienter;Innlandet;3;Hjertemedisin;18.4;647;35111;Rate;Antall;Innbyggere;2013-2015
16;8;Hjerteinfarkt, innlagte pasienter;Vestre Viken;3;Hjertemedisin;17.21;595;34438;Rate;Antall;Innbyggere;2013-2015
17;8;Hjerteinfarkt, innlagte pasienter;Vestfold;3;Hjertemedisin;13.73;243;17862;Rate;Antall;Innbyggere;2013-2015
18;8;Hjerteinfarkt, innlagte pasienter;Telemark;3;Hjertemedisin;20.74;295;14098;Rate;Antall;Innbyggere;2013-2015
19;8;Hjerteinfarkt, innlagte pasienter;Sørlandet;3;Hjertemedisin;11.6;234;20283;Rate;Antall;Innbyggere;2013-2015
20;8;Hjerteinfarkt, innlagte pasienter;Indre Oslo;3;Hjertemedisin;18.6;244;12527;Rate;Antall;Innbyggere;2013-2015
8888;8;Hjerteinfarkt, innlagte pasienter;Norge;3;Hjertemedisin;18.49;6652;359928;Rate;Antall;Innbyggere;2013-2015
1;9;Revaskularisering, PCI og bypass;Finnmark;3;Hjertemedisin;13.78;72;5054;Rate;Antall;Innbyggere;2013-2015
2;9;Revaskularisering, PCI og bypass;UNN;3;Hjertemedisin;10.68;149;13700;Rate;Antall;Innbyggere;2013-2015
3;9;Revaskularisering, PCI og bypass;Nordland;3;Hjertemedisin;9.49;104;10815;Rate;Antall;Innbyggere;2013-2015
4;9;Revaskularisering, PCI og bypass;Helgeland;3;Hjertemedisin;10.32;72;6721;Rate;Antall;Innbyggere;2013-2015
5;9;Revaskularisering, PCI og bypass;Nord-Trøndelag;3;Hjertemedisin;7.08;82;11219;Rate;Antall;Innbyggere;2013-2015
6;9;Revaskularisering, PCI og bypass;St. Olavs;3;Hjertemedisin;8.63;179;20548;Rate;Antall;Innbyggere;2013-2015
7;9;Revaskularisering, PCI og bypass;Møre og Romsdal;3;Hjertemedisin;6.55;135;20861;Rate;Antall;Innbyggere;2013-2015
8;9;Revaskularisering, PCI og bypass;Førde;3;Hjertemedisin;7.87;75;9515;Rate;Antall;Innbyggere;2013-2015
9;9;Revaskularisering, PCI og bypass;Bergen;3;Hjertemedisin;9.82;287;29339;Rate;Antall;Innbyggere;2013-2015
10;9;Revaskularisering, PCI og bypass;Fonna;3;Hjertemedisin;10.09;134;13192;Rate;Antall;Innbyggere;2013-2015
11;9;Revaskularisering, PCI og bypass;Stavanger;3;Hjertemedisin;9.94;191;19056;Rate;Antall;Innbyggere;2013-2015
12;9;Revaskularisering, PCI og bypass;Østfold;3;Hjertemedisin;9.85;218;21830;Rate;Antall;Innbyggere;2013-2015
13;9;Revaskularisering, PCI og bypass;Akershus;3;Hjertemedisin;9.55;281;28648;Rate;Antall;Innbyggere;2013-2015
14;9;Revaskularisering, PCI og bypass;OUS;3;Hjertemedisin;7.71;112;15113;Rate;Antall;Innbyggere;2013-2015
15;9;Revaskularisering, PCI og bypass;Innlandet;3;Hjertemedisin;9.24;328;35111;Rate;Antall;Innbyggere;2013-2015
16;9;Revaskularisering, PCI og bypass;Vestre Viken;3;Hjertemedisin;9.4;325;34438;Rate;Antall;Innbyggere;2013-2015
17;9;Revaskularisering, PCI og bypass;Vestfold;3;Hjertemedisin;8.52;153;17862;Rate;Antall;Innbyggere;2013-2015
18;9;Revaskularisering, PCI og bypass;Telemark;3;Hjertemedisin;12.43;174;14098;Rate;Antall;Innbyggere;2013-2015
19;9;Revaskularisering, PCI og bypass;Sørlandet;3;Hjertemedisin;12.16;249;20283;Rate;Antall;Innbyggere;2013-2015
20;9;Revaskularisering, PCI og bypass;Indre Oslo;3;Hjertemedisin;6.83;82;12527;Rate;Antall;Innbyggere;2013-2015
8888;9;Revaskularisering, PCI og bypass;Norge;3;Hjertemedisin;9.4;3403;359928;Rate;Antall;Innbyggere;2013-2015
1;10;Hjertesvikt, innleggelser;Finnmark;3;Hjertemedisin;16.83;82;5054;Rate;Antall;Innbyggere;2013-2015
2;10;Hjertesvikt, innleggelser;UNN;3;Hjertemedisin;19.4;261;13700;Rate;Antall;Innbyggere;2013-2015
3;10;Hjertesvikt, innleggelser;Nordland;3;Hjertemedisin;17.67;190;10815;Rate;Antall;Innbyggere;2013-2015
4;10;Hjertesvikt, innleggelser;Helgeland;3;Hjertemedisin;19.97;133;6721;Rate;Antall;Innbyggere;2013-2015
5;10;Hjertesvikt, innleggelser;Nord-Trøndelag;3;Hjertemedisin;20.14;226;11219;Rate;Antall;Innbyggere;2013-2015
6;10;Hjertesvikt, innleggelser;St. Olavs;3;Hjertemedisin;17.11;351;20548;Rate;Antall;Innbyggere;2013-2015
7;10;Hjertesvikt, innleggelser;Møre og Romsdal;3;Hjertemedisin;15.72;339;20861;Rate;Antall;Innbyggere;2013-2015
8;10;Hjertesvikt, innleggelser;Førde;3;Hjertemedisin;17.04;169;9515;Rate;Antall;Innbyggere;2013-2015
9;10;Hjertesvikt, innleggelser;Bergen;3;Hjertemedisin;20.45;604;29339;Rate;Antall;Innbyggere;2013-2015
10;10;Hjertesvikt, innleggelser;Fonna;3;Hjertemedisin;21.87;291;13192;Rate;Antall;Innbyggere;2013-2015
11;10;Hjertesvikt, innleggelser;Stavanger;3;Hjertemedisin;14.99;285;19056;Rate;Antall;Innbyggere;2013-2015
12;10;Hjertesvikt, innleggelser;Østfold;3;Hjertemedisin;16.65;356;21830;Rate;Antall;Innbyggere;2013-2015
13;10;Hjertesvikt, innleggelser;Akershus;3;Hjertemedisin;21.25;583;28648;Rate;Antall;Innbyggere;2013-2015
14;10;Hjertesvikt, innleggelser;OUS;3;Hjertemedisin;22.83;358;15113;Rate;Antall;Innbyggere;2013-2015
15;10;Hjertesvikt, innleggelser;Innlandet;3;Hjertemedisin;18.73;658;35111;Rate;Antall;Innbyggere;2013-2015
16;10;Hjertesvikt, innleggelser;Vestre Viken;3;Hjertemedisin;19.37;670;34438;Rate;Antall;Innbyggere;2013-2015
